"Table 6.30: Forest Plantation in the MWS-026","","","","","","",""
"Forest reserve","Rank value of Deforestation and Degradation","NA","NA  1","NA  2","NA  3","NA  4","NA  5"
,"Forest fires","Encroachments","Over grassing","Cutting for firewood","Land slides","Gem mining","Illegal felling"
"Mulhalkele forest","2","-","4","1","-","-","3"
"Deliwala forest","2","1","-","-","-","-","-"
