"Table 3.3: Monthly average rainfall details of the MWS-026",""
"Month","Monthly Rainfall  mm"
"January","326"
"February","171"
"March","137"
"April","204"
"May","142"
"June","50"
"July","63"
"August","79"
"September","110"
"October","277"
"November","368"
"December","450"
"Annual","2378"
