"Table 6.24: Cost estimates and Time frame",""
"GNDs","Tourist Attractions"
"Manelwala","Pussadewa Raja maha Viharaya"
"Kandegama","Kurudu oya Waterfall, Japan Sama Viharaya"
"Wathumulla","Kurudu oya Bathing Place"
"Kuruduoya","Kurudu oya water fall"
