"Table 6.31: Causes of forest fires in the MWS-026","","","","","",""
"Forest reserve","Total Extent","Extent of the MWS 018 1","Peripheral length  Km","Gazette No","Gazette date","Length of boundary demarcated with concrete posts  Km"
"Mulhalkele forest","84.9",,"6.8","-","-","6.8"
"Deliwala forest","20","20","13","-","-","7.3"
