"Table 2.3: Monthly average rainfall details of the MWS-003",""
"Month","Monthly.Rainfall..mm."
"January","89"
"February","65"
"March","110"
"April","206"
"May","143"
"June","112"
"July","93"
"August","100"
"September","120"
"October","270"
"November","257"
"December","199"
"Annual","1766"
