"Table 5.1: Distribution of soil erosion hazard classes in MWS-031.","","",""
"Category","Critical Range","Area  ha","Area"
"Very low","0-5 t ha-1 y-1","525.5","27.2"
"Low","5-10 t ha-1 y-1","92.6","4.8"
"Moderate","10-20 t ha-1 y-1","221.4","11.5"
"High","20-50 t ha-1 y-1","502.5","26.0"
"Very high",">50 t ha-1 y-1","587.2","30.4"
