"Table 2.3: Monthly average rainfall details of the MWS-031",""
"Month","Monthly Rainfall  mm"
"January","233"
"February","136"
"March","120"
"April","192"
"May","150"
"June","65"
"July","68"
"August","86"
"September","121"
"October","270"
"November","321"
"December","357"
"Annual","2119"
