"Table 5.15: Cost estimates and Time frame",""
"GND","Tourist Attractions"
"Megoda Kalugamuwa","Galoya Pihilla Oya"
"Haloya","Hanthana Mountain Range"
"Galoya","Irugal Bandara Warrior Temple"
"Nillamba","Natural Pool, Oldest coffee plantation"
"Ganegoda","Ganegoda Sri katharagama devalaya"
