"Table 2.4: Monthly average temperature details of the MWS-127-1","",""
"Month","Temperature","NA"
,"Maximum","Minimum"
"January","28.1","18.0"
"February","29.6","18.0"
"March","30.8","18.8"
"April","30.4","20.3"
"May","29.6","21.2"
"June","28.2","21.3"
"July","27.7","21.1"
"August","28.2","20.7"
"September","28.5","20.2"
"October","28.7","20.0"
"November","28.3","19.6"
"December","27.7","19.2"
