"Table 2.3: Monthly average rainfall details of the MWS-127-1",""
"Month","Monthly Rainfall  mm"
"January","100"
"February","79"
"March","125"
"April","248"
"May","186"
"June","151"
"July","136"
"August","133"
"September","163"
"October","311"
"November","282"
"December","207"
"Annual","2121"
