"Table 5.21: Suitable species for restoration and home garden enrichment","","","",""
"Beat","FA Division","Species","Extent  ha","Present status"
"Doluwa","Wariyagala","Pinus","141.3","Mature plantation"
"Doluwa","Wariyagala","Accasia","6.7","Mature plantation"
