"Table 5.1: Distribution of soil erosion hazard classes in MWS-127-1","","",""
"Category","Critical Range","Area  ha","Area"
"Very low","0-5 t ha-1 y-1","668.4","34.3"
"Low","5-10 t ha-1 y-1","90.6","4.6"
"Moderate","10-20 t ha-1 y-1","194.2","10.0"
"High","20-50 t ha-1 y-1","381.0","19.5"
"Very high",">50 t ha-1 y-1","615.0","31.6"
