"Table 2.6: Age group categorization of the population of MWS-127-1 (GN-wise)","","","",""
"GND No","GND Name","X0 5","X6 14","X15 18"
"1157","Megoda Kalugamuwa","100","199","107"
"1161","Wariyagala","158","166","92"
"1160","Haloya","78","298","87"
"1137","Nillamba","233","210","122"
"1162","Galoya","124","551","272"
"1158","Ganegoda","128","299","293"
,"Total","821","1723","973"
