,GN Division,Extent (ha) ,,,,,
,,2025,,2026,,2027,
,,RP,DP,RP,DP,RP,DP
487,Ganga Udagama,1.5,2,0.5,1,0.5,1
487 B,Mirahampe,1,2,1,1.5,1,1
,Total,2.5,4,1.5,2.5,1.5,2
