"Table 5.1: Distribution of soil erosion hazard classes in MWS-013","","",""
"Category","Critical Range","Area  ha","Area"
"Very low","0-5 t ha-1 y-1","845.3","40.2%"
"Low","5-10 t ha-1 y-1","121.2","5.8%"
"Moderate","10-20 t ha-1 y-1","184.5","8.8%"
"High","20-50 t ha-1 y-1","304.9","14.5%"
"Very high",">50 t ha-1 y-1","648.5","30.8%"
