"Table 5.24: Deforestation and degradation drivers in the MWS-013","","","","",""
"Forest reserve","Rank value of Deforestation and Degradation","NA","NA  1","NA  2","NA  3"
,"Forest fires","Encroachments","Over grassing","Cutting for fire wood","Land slides"
"Malulla forest","2","3","5","4","1"
"Diyathalakanda other state forest","1","3","5","4","2"
"Mirahampe 1","1`","-","-","2","-"
