"Table 5.19: Potential for tourism development and promotion in the area",""
"GND","Tourist Attractions"
"Adikarigama","Palle Ma Oya, Kurunduwatta Lake"
"Malulla","Malulla Lake, Alakola Lake"
"Sangaraja Gama","Batuketiya Lake"
