"Table 2.3: Monthly average rainfall details of the MWS-013",""
"Month","Monthly Rainfall  mm"
"January","162"
"February","100"
"March","87"
"April","173"
"May","111"
"June","52"
"July","53"
"August","67"
"September","88"
"October","237"
"November","285"
"December","284"
"Annual","1700"
