Water Scheme,Datrie,,,,,,Water Source,,Amunupura Ela,,,,,Station ID,,Datry Watta,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Date,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01,2023-09-01,2023-10-01,2023-11-01,2023-12-01
Alkalinity (mg/l),28,33,25,26,27,25,24,19,20,21,25,24,30,34,30,30,27,32,24,32,34,30,32,38
Color (Hazen),8,2,17,12,7,33,11,14,64,24,66,15,7,18,19,25,27,99,294,17,33,20,34,32
E Coli,118,74,180,210,180,130,320,172,220,126,220,70,310,140,380,36,240,668,1688,62,220,190,98,120
Hardness (mg/l),23,46,22,24,21,28,21,15,18,23,28,17,17,21,25,21,23,29,25,27,23,24,34,36
Iron (mg/l),0.24,0.24,1.08,0.26,0.25,0.36,0.41,0.2,0.28,0.32,0.66,0.18,0.22,0.22,0.28,0.32,0.24,0.63,1.05,0.37,0.55,0.31,0.31,0.42
Nitrate (mg/l),2.4,1.1,3.4,1.8,1.5,4.1,4.2,2.4,3.4,3.1,3.5,3.7,5.1,2.3,2.4,2.6,1.7,5.1,2.4,1.8,2.3,3.6,1.2,2.4
pH,7.3,7.3,7.5,7.6,7.1,6.9,7,7.5,7.3,7.3,6.8,6.9,7.13,7.1,7.08,7.42,7.25,7.31,7.32,7.35,7.6,7.49,7.06,7.55
Total Coliform,730,316,542,600,600,450,1030,620,880,964,700,770,740,660,2575,792,1320,992,2056,206,930,578,840,738
Turbidity (NTU),0.71,1.26,1.74,1.53,1.69,4.27,3.7,2.87,8.1,2.15,6.69,2.22,0.92,1.22,1.65,2.44,4.35,9.37,34,1.75,2.35,2.46,3.73,2.8
