"Table 5.1: Distribution of soil erosion hazard classes in MWS-020-1","","",""
"Category","Critical Range","Area  ha","Area"
"Very low","0-5 t ha-1 y-1","339.7","30.6%"
"Low","5-10 t ha-1 y-1","65.8","5.9%"
"Moderate","10-20 t ha-1 y-1","107.6","9.7%"
"High","20-50 t ha-1 y-1","200.2","18.0%"
"Very high",">50 t ha-1 y-1","397.7","35.8%"
