Forest Reserve,Rank value of causes of forest fires,,,,
,Recklessness,To obtain fresh grass,Sabotaging,Malicious entertainment,Burning residues for agricultural activities
Diyathalakanda,1,5,3,2,4
(Other estate forest),,,,,
Happawara forest,1,4,3,-,2
 ,,,,,
