"Table 2.3: Monthly average rainfall details of the MWS-020-1",""
"Month","Monthly Rainfall  mm"
"January","285"
"February","156"
"March","124"
"April","200"
"May","136"
"June","56"
"July","69"
"August","77"
"September","109"
"October","272"
"November","352"
"December","409"
"Annual","2242"
