"Table 5.28: Deforestation and degradation drivers in the MWS-020-1","","","","","","",""
"Forest reserve","Rank value of Deforestation and Degradation","NA","NA  1","NA  2","NA  3","NA  4","NA  5"
,"Forest fires","Encroachments","Over grassing","Cutting for firewood","Land slides","Sand mining","Illegal tree Felling"
"Diyathalakanda other estate forest","1","3","5","4","2","-",
"Happawara, other estate forest","2","-","5","3","6","1","4"
