"Table 3.3: Monthly average rainfall details of the MWS-023",""
"Month","Monthly Rainfall  mm"
"January","259"
"February","147"
"March","129"
"April","201"
"May","156"
"June","69"
"July","75"
"August","91"
"September","123"
"October","276"
"November","333"
"December","382"
"Annual","2240"
