"Table 6.30: Deforestation and degradation drivers in the MWS-023","","","","","",""
"Forest reserve","Rank value of Deforestation and Degradation","NA","NA  1","NA  2","NA  3","NA  4"
,"Forest fires","Encroachments","Over grassing","Cutting for firewood","Land slides","Illegal felling"
"Kandapola-Seethaeliya","1","3","-","2","-","-"
"Pandithaya kumbura","1","-","-","3","2","-"
"Algithenna","1","-","-","3","2","-"
