"Table 6.8: Summary of cost of rehabilitation of tanks located in MWS-023",""
"Tank name","Cost"
"Garandi Wewa","1,220,000.00"
"Theppu Kulama Wewa","1,930,000.00"
"Total","3,150,000.00"
