"Table 3.4: Monthly average temperature details of the MWS-023","",""
"Month","Temperature","NA"
,"Maximum","Minimum"
"January","13.1","21.6"
"February","13.0","22.9"
"March","13.6","24.2"
"April","15.0","24.4"
"May","15.8","24.3"
"June","15.7","22.7"
"July","15.4","22.4"
"August","15.2","22.8"
"September","15.0","23.0"
"October","14.8","22.8"
"November","14.7","22.2"
"December","14.0","21.4"
