"Table 6.25: Potential for tourism development and promotion in the area",""
"GN Division","Attractions"
"Pandithaya Kumbura","Blue Marble Stone (Neelagarunda Pashanaya)"
"Senarathpura","Halgran Oya (Staford Estate)"
