"Table 6.33: Causes of forest fires in the MWS-023","","","",""
"Forest Reserve","Rank value of causes of forest fires","NA","NA  1","NA  2"
,"Recklessness","To obtain fresh grass","Sabotaging","Burning residues for agricultural activities"
"Kandapola Seethaeliya","1","-","3","2"
"Pandithaya kumbura","1","2","-","-"
"Algithenna","1","-","-","2"
