"Table 5.47: Annual production of major export crops",""
"Export Crop","Annual Production  kg"
"Coffee","3,600"
"Pepper","3,300"
"Vanilla","500"
"Cinnamon","50"
"Ginger","2,500"
"Turmeric","2,500"
