"Table 5.34: Forest reserves and their protection status in MWS-020-2","","","","",""
"Forest reserve","Total Extent","Peripheral length  Km","Gazette No","Gazette date","Length of boundary demarcated with concreate posts  Km"
"Diyathalakanda other state forest","416.98","3.29","-","-","3.29"
