"Table 2.6: Age group categorization of the population of MWS-020-2 (GN-wise)","","","","","","","","","","","","","",""
"GND No","GND Name","X0 4","X5 9","X10 14","X15 19","X20 24","X25 29","X30 34","X35 39","X40 44","X45 49","X50 54","X55 59","Above 60 years"
"484D","Dimbulkumbura","44","39","119","177","37","53","67","59","78","52","54","64","138"
"491B","Endiribedda","28","36","32","35","30","39","25","28","30","35","32","31","52"
"489B","Uda Galauda","68","100","105","77","76","90","78","86","88","76","84","74","152"
,"Total","140","175","256","289","143","182","170","173","196","163","170","169","342"
