"Table 5.28: Potential for tourism development and promotion in the area",""
"GND","Tourism Attraction Places"
"Dimbulkumbura","Mountain Views"
"Endiribedda",
"Udagalauda","Tourist Zone in Kondathenna Tank (Need to be Constructed), Natural Beauty of the Area"
