,GN Division,Extent (ha),,,,,
,,2025,,2026,,2027,
,,RP,DP,RP,DP,RP,DP
484 D,Dimbulkumbura,1.5,2,1.5,1,0.5,1
489 B,Uda Galauda,1.5,2,1,1.5,1,1.5
,Total,3,4,2.5,2.5,1.5,2.5
