"Table 5.43: Three year plan MWS-020-2","","","","","","",""
"X","GN Division","Extent  ha","NA","NA  1","NA  2","NA  3","NA  4"
,,"2025","2026","2027",,,
,,"RP","DP","RP","DP","RP","DP"
"484 D","Dimbulkumbura","1.5","2","1.5","1","0.5","1"
"489 B","Uda Galauda","1.5","2","1","1.5","1","1.5"
,"Total","3","4","2.5","2.5","1.5","2.5"
