"Table 2.5: GN-wise demographic details of the MWS-020-2","","","","",""
"GND No","GND Name","No  of Houses","No  of Families","Female","Male"
"484D","Dimbulkumbura","247","265","508","473"
"491B","Endiribedda","104","140","202","231"
"489B","Uda Galauda","246","273","580","574"
,"Total","597","678","1290","1278"
