"Table 5.1: Distribution of soil erosion hazard classes in MWS-020-2","","",""
"Category","Critical Range","Area  ha","Area"
"Very low","0-5 t ha-1 y-1","403.6","44.1%"
"Low","5-10 t ha-1 y-1","78.2","8.5%"
"Moderate","10-20 t ha-1 y-1","64.6","7.1%"
"High","20-50 t ha-1 y-1","76.7","8.4%"
"Very high",">50 t ha-1 y-1","292.7","32.0%"
