"Table 3.2: Land use and land cover details of MWS-022-1","","",""
"No","Land cover","Area","NA"
,,"ha","%"
"1","Built up land","17.07","1.33%"
"2","Forest lands","217.36","16.95%"
"3","Forest plantation","36.90","2.88%"
"4","Grass land","1.24","0.10%"
"5","Home garden","42.07","3.28%"
"6","Scrub land","4.64","0.36%"
"7","Seasonal crops","149.00","11.62%"
"8","Tea","803.06","62.61%"
"9","Water bodies","11.35","0.89%"
,"Total","1282.69","1.00"
