"Table 3.5: GN-wise demographic details of the MWS-022-1","","","","",""
"GND No","GND Name","No  of Houses","No  of Families","Female","Male"
"533N","Ragala Watta","838","1061","2360","1850"
"533J","Ekangapura","313","331","597","594"
"533O","Brookside","1584","1803","3212","2752"
,"Total","2735","3195","6169","5196"
