"Table 6.2: Details of Reported landslides in MWS-022-1","","","","","","",""
"No","GN Division No","GN Division","Land Slides","Coordinates","NBRO Recommendation","Proposed Measures","NA"
,,,,"N or X","E or Y",,
"1","533N","Ragala Watta","Flood - Ragala Middle Division","7.009985","80.853105","Needs NBRO concern","Removal of risky house and providing suitable land"
"2","533J","Ekangapura","Landslide - Goat fall lower line settlement","7.003826","80.842080","Needs NBRO concern","Soil conservation practices need to be introduced to lands above."
,,,"Landslide - Ekangapura River side (near the school)","7.003126","80.838940","Needs NBRO concern","Soil conservation practices need to be introduced to lands above."
"3","533O","Brookside","Landslide - Field No. 5 Glendon","7.028810","80.841720","NBRO is aware","House with risk should be removed under the guidance of NBRO and alternative lands should be provided."
