"Table 6.29: Forest Plantation in the MWS-022-1","","","","",""
"Forest reserve","Total Extent","Peripheral length  Km","Gazette  No","Gazette date","Length of boundary demarcated with concrete posts  Km"
"Kandapola-Seethaeliya forest","2599.4","4.9","1559/12","22.01.2008","4.9"
"Mahakudugala Conservation Forest","213.5","2.3","1527/12","01.12.2007","2.3"
