"Table 3.3: Monthly average rainfall details of the MWS-022-1",""
"Month","Monthly Rainfall  mm"
"January","255"
"February","145"
"March","128"
"April","199"
"May","157"
"June","74"
"July","80"
"August","95"
"September","125"
"October","275"
"November","328"
"December","372"
"Annual","2232"
