"Table 3.4: Monthly average temperature details of the MWS-022-1","",""
"Month","Temperature","NA"
,"Maximum","Minimum"
"January","12.8","21.4"
"February","12.8","22.7"
"March","13.4","24.0"
"April","14.8","24.1"
"May","15.7","23.9"
"June","15.6","22.2"
"July","15.3","21.8"
"August","15.1","22.2"
"September","14.8","22.5"
"October","14.6","22.4"
"November","14.5","22.0"
"December","13.8","21.3"
