"Table 3.6: Age group categorization of the population of MWS-022-1 (GN-wise)","","","","","","",""
"GND No","GND Name","X0 5","X6  17","X18 40","X40 60","X60 70","Above 70 years"
"533N","Ragala Watta","301","633","1289","1494","175","139"
"533J","Ekangapura","95","239","438","266","101","52"
"533O","Brookside","595","1220","1650","2339","195","205"
,"Total","991","2092","3377","4099","471","396"
