"Table 2.6: Age group categorization of the population of MWS-125 (GN-wise)","","","",""
"GND No","GND Name","X0 5","X6 14","X15 18"
"1147","Panvilathenna","103","121","83"
"1141","Masgolla","152","354","146"
"1138","Gurukele","111","293","152"
"1142","Hunugala","123","148","54"
"1134","Ududeniya","75","128","73"
,"Total","564","1044","508"
