"Table 5.14: Potential for tourism development and promotion in the area",""
"GND","Tourist Attractions"
"Panvilathenna","Robert Knox Memorial"
"Masgolla","-"
"Gurukele","Nillamba oya"
"Hunugala","Aliya watuna wala ella"
"Ududeniya","Mulgama Temple"
