"Table 5.20: Forest Plantation in the MWS-125","","","",""
"Beat","FA Division","Species","Extent   ha","Present status"
"Doluwa","Wariyagala","pine","174.1","Mature plantation"
"Doluwa","Wariyagala","Acacia","2.0","Mature plantation"
