"Table 2.3: Monthly average rainfall details of the MWS-008-2",""
"Month","Monthly Rainfall  mm"
"January","181"
"February","115"
"March","120"
"April","252"
"May","193"
"June","143"
"July","148"
"August","139"
"September","168"
"October","333"
"November","331"
"December","311"
"Annual","2433"
