"Table 2.4: Monthly average temperature details of the MWS-008-2","",""
"Month","Temperature","NA"
,"Maximum","Minimum"
"January","27.7","17.7"
"February","29.2","17.7"
"March","30.6","18.5"
"April","30.3","20.0"
"May","29.7","20.8"
"June","28.3","20.9"
"July","27.8","20.7"
"August","28.4","20.3"
"September","28.6","19.9"
"October","28.7","19.7"
"November","28.1","19.3"
"December","27.3","18.8"
