"Table 5.18: Forest Plantation with exotic species in the MWS-021-2","","","",""
"Species","Beat","FA Division","Extent  ha","Present status"
"Pinus","Mahakudugala","Kurunduoya","9.8","Mature plantation"
"Eucalyptus","Mahakudugala","Kurunduouya","124.9","Young to Mature plantation"
