"Table 5.1: Distribution of soil erosion hazard classes in MWS-021-2","","",""
"Category","Critical Range","Area  ha","Area"
"Very low","0-5 t ha-1 y-1","109.8","30.6%"
"Low","5-10 t ha-1 y-1","13.6","3.8%"
"Moderate","10-20 t ha-1 y-1","31.8","8.9%"
"High","20-50 t ha-1 y-1","87.4","24.3%"
"Very high",">50 t ha-1 y-1","116.6","32.5%"
