"Table 2.1: Administrative details of MWS-021-2","","","","","",""
"ID","GND No","GN Name","Total Area of the GN  ha","Area in the MWS 021 2  ha","X  Area belongs to MWS 021 2","Remarks"
"1",,"Concordia*","725.9","9.6","1.3%","Included in a separate MWS in Nuwaraeliya DSD"
"2",,"Park*","699.3","1.6","0.2%","Included in a separate MWS in Nuwaraeliya DSD"
"3","512","Wellagiriya","920.9","347.8","37.8%","Shared between MWS-017 and MWS-021-2"
