"Table 2.4: Monthly average temperature details of the MWS-021-2","",""
"Month","Temperature","NA"
,"Maximum","Minimum"
"January","26.5","16.8"
"February","27.9","16.7"
"March","29.3","17.4"
"April","29.1","18.8"
"May","28.7","19.7"
"June","27.3","19.8"
"July","26.8","19.6"
"August","27.4","19.2"
"September","27.6","18.9"
"October","27.5","18.7"
"November","26.9","18.4"
"December","26.1","17.8"
