"Table 2.4: Monthly average temperature details of the MWS-017","",""
"Month","Temperature","NA"
,"Maximum","Minimum"
"January","24.2","14.6"
"February","25.5","14.5"
"March","26.7","15.1"
"April","26.6","16.5"
"May","26.3","17.4"
"June","24.6","17.6"
"July","24.1","17.4"
"August","24.7","17.0"
"September","24.9","16.7"
"October","25.0","16.5"
"November","24.5","16.2"
"December","23.8","15.6"
