"Table 5.21: Potential for tourism development and promotion in the area","",""
"GND","Tourist attraction   activity","Community proposal"
"Labuhenwala","Bird Watching, Camping, Hiking, Traditional food Experiences",
"Gonakele","Bird Watching",
"Gonapitiya","Kondagala",
"Gonakele","Galpaalama",
"Metibembiya","Hawari oya Ella",
"Goodwood","Mandaram Nuwara viewpoint, Kapolla Ambalama",
"Wewathenna1","Katurella Waterfall","Develop Katuerella Waterfall as a tourist destination."
"Wellagiriya","Hawari Oya Diya Wegirena Ella (0.5 acres)",
