"Table 5.37: Total estimated cost of production for the three-year period","","","","","","",""
"Year","Extent  ha","Cost  Rs","Community contribution","Project contribution","X","X 1","NA"
,"RP","DP","RP","DP","Total",,"Total"
"2025","18","27.5","11340000","13750000","25090000","Labour and equipment cost borne by the TSH","25090000"
"2026","15","23.5","9450000","11750000","21200000",,"21200000"
"2027","11.5","19","7245000","9500000","16745000",,"16745000"
,,,,"Total",,"63035000",
