"Table 5.26: Deforestation and degradation drivers in the MWS-017","","","","","",""
"Forest reserve","Rank value of Deforestation and Degradation","NA","NA  1","NA  2","NA  3","NA  4"
,"forest fires","encroachments","Over grassing","Cutting for firewood","Land slides","Illegal felling"
"Piduruthalagala Conservation Forest","1","3","5","2","4","6"
"Wellagiriya other estate forest","1","4","3","5","2","6"
