"Table 2.3: Monthly average rainfall details of the MWS-017",""
"Month","Monthly Rainfall  mm"
"January","302"
"February","160"
"March","147"
"April","215"
"May","157"
"June","66"
"July","83"
"August","90"
"September","125"
"October","288"
"November","374"
"December","425"
"Annual","2432"
