"Table 5.29: Causes of forest fires in the MWS-017","","","","",""
"Forest Reserve","Rank value of causes of forest fires","NA","NA  1","NA  2","NA  3"
,"Unintentional","To obtain fresh grass","Sabotaging","To have fun","Burning residues for agricultural activities"
"Piduruthalagala
(Conservation forest)","2","1","5","3","4"
"Wellagiriya
(Other estate forest)","1","3","4","5","2"
