"Table 5.1: Distribution of soil erosion hazard classes in MWS-017","","",""
"Category","Critical Range","Area  ha","Area"
"Very low","0-5 t ha-1 y-1","496.8","29.1%"
"Low","5-10 t ha-1 y-1","88.6","5.2%"
"Moderate","10-20 t ha-1 y-1","142.5","8.3%"
"High","20-50 t ha-1 y-1","287.6","16.9%"
"Very high",">50 t ha-1 y-1","690.9","40.5%"
