"Table 5.10: Summary of cost of rehabilitation of tanks located in MWS-017",""
"Tank name","Cost"
"Wellagiriya Wewa","596,079"
"No 5 Wewa","1,434,196"
"Maha Wewa","646,800"
"Total","2,677,075"
