"Table 5.22: Causes of forest fires in the MWS-009","","","","","",""
"Forest Reserve","Rank value of causes of forest fires","NA","NA  1","NA  2","NA  3","NA  4"
,"Recklessness","To obtain fresh grass","Sabotaging","Malicious entertainment","Burning residues for agricultural activities","To clear foot paths"
"Piduruthalagala conservation forest","2","1","5","3","4","-"
"Warakalawita other state forest","1","-","2","-","-","-"
"Watasthenna forest reserve","1","4","3","5","2","-"
"Karamidula forest reserve","1","2","3","4","5","6"
