"Table 2.3: Monthly average rainfall details of the MWS-009",""
"Month","Monthly Rainfall  mm"
"January","213"
"February","130"
"March","130"
"April","275"
"May","220"
"June","174"
"July","184"
"August","161"
"September","192"
"October","360"
"November","356"
"December","351"
"Annual","2746"
