"Table 2.4: Monthly average temperature details of the MWS-107-1","",""
"Month","Temperature","NA"
,"Minimum","Maximum"
"January","18.8","28.8"
"February","18.8","30.5"
"March","19.7","32.1"
"April","21.3","31.9"
"May","21.9","31.2"
"June","22.0","29.8"
"July","21.8","29.4"
"August","21.4","30.1"
"September","21.0","30.3"
"October","30.3","20.8"
"November","20.4","29.5"
"December","19.9","28.6"
